Title,Video ID,Published At,Keyword,Likes,Comments,Views,year,month,Engagement_Score
"Smoke Chill - Lofi hip hop mix ~ Stress Relief, Relaxing Music",v_OXMy8x2eo,2022-08-24,lofi,903,27,40275,2022,8,0.02309124767225326
"Chill Drive - Lofi hip hop mix ~ Stress Relief, Relaxing Your Mind",25BkVBgFD9Y,2022-02-18,lofi,16915,439,1695867,2022,2,0.010233113799608106
Lofi Video Game Beats,QlP3eE9Vlg8,2022-03-31,lofi,19800,443,775719,2022,3,0.026095789841424535
Chill Vibes - Lofi hip hop mix ~ A playlist for loving the autumn,uNwX-UOFX-k,2022-08-17,lofi,766,28,65632,2022,8,0.012097757191613847
ＳＬＥＥＰＹ 💤 Lofi hip hop mix - Beats to sleep/chill to | Deep Sleeping Music,ff5lO8TkVX8,2021-12-20,lofi,77692,2892,3731583,2021,12,0.021595124642812446
Maroon 5 - Animals (Official Music Video),qpgTC9MDx1o,2014-09-29,animals,5743875,178361,826423766,2014,9,0.007166100787086997
Maroon 5 - Animals (Lyrics),0GVExpdmoDs,2019-07-22,animals,1103713,29774,106151957,2019,7,0.010677966116065104
Maroon 5 - Animals (Lyrics),XJxSWkPhblE,2020-08-16,animals,28863,605,1723190,2020,8,0.017100842042955217
Martin Garrix - Animals (Official Video),gCYcHz2k5x0,2013-06-17,animals,11025176,335455,1582262997,2013,6,0.007179989054626169
ONE HOUR of Amazing Animal Moments | BBC Earth,eEaZvEZye84,2021-04-25,animals,45448,1680,10155588,2021,4,0.004640597865923667
Funniest ANIMAL Videos!! 😹 (Ultimate Compilation of Funny PETS) 😻,2EVpKcbmEoQ,2022-08-23,animals,475,21,66279,2022,8,0.007483516649315771
The Animals - House of the Rising Sun (1964) HQ/Widescreen ♫ 58 YEARS AGO,4-43lLKaqBQ,2009-07-03,animals,1357197,39624,153478497,2009,7,0.009101085997734262
Mortal Combat (Full Episode) | Animal Fight Night,whksDmTR9YE,2022-05-12,animals,24970,1225,3248506,2022,5,0.008063706823998477
Nickelback-Animals,DLYwwtPA49w,2010-05-30,animals,68133,1358,9253680,2010,5,0.007509552956229306
Amazing Scene of Wild Animals In 4K - Scenic Relaxation Film,5kozt0uDa4c,2021-08-15,animals,11323,210,2812807,2021,8,0.004100174665378748
Architects - &quot;Animals&quot;,jdWhJcrrjQs,2020-10-20,animals,282754,10831,19469009,2020,10,0.01507960677402738
Maroon 5 - Animals (Lyric Video),7BJ3ZXpserc,2014-08-22,animals,1019385,24603,193685278,2014,8,0.005390125727573368
Rarest Animals in the World,9QJ9zE4X1o8,2020-11-18,animals,164337,7092,7108897,2020,11,0.024114711466490513
Animals Of The World 4K - Scenic Wildlife Film With Calming Music,pb-j3svRQLI,2021-11-28,animals,22420,679,6599382,2021,11,0.0035001762286226193
Wild Life - Nature Documentary Full HD 1080p,7jUW96CiEKA,2020-09-21,animals,9313,433,1722365,2020,9,0.005658498634145492
Pink Floyd - Animals (Full Album) 1977,D4KQae9oMWs,2021-02-27,animals,27102,2311,2549580,2021,2,0.01153640991849638
Funny animals - Funny cats / dogs - Funny animal videos 222,9vfFQ-X95lk,2022-08-24,animals,1628,85,97163,2022,8,0.01763016786225209
The Cutest Wild Baby Animals That Will Make You Go Aww,uLYgyR_lBS4,2021-05-20,animals,24285,893,1285807,2021,5,0.019581476846836268
25 Largest Animals Ever Caught On Camera,x2khunKVzA8,2022-06-13,animals,7240,167,1316713,2022,6,0.005625371664136376
100 Craziest Animal Fights of All Time 2022,CqCTA3lEgQ8,2022-06-12,animals,7375,368,2362949,2022,6,0.003276837544949129
50 SCARIEST Animals In The World,7_4oZm31UhU,2020-06-07,animals,74617,1982,8122555,2020,6,0.009430407057877725
Neon Trees - Animal,gM7Hlg75Mlo,2010-03-03,animals,338601,19063,38478475,2010,3,0.009295170871506732
Wild Babies 4K - Amazing World Of Young Animals | Scenic Relaxation Film,dyaqjsRkKyY,2022-05-14,animals,1668,107,258994,2022,5,0.006853440620246029
35 Hero Animals that Saved Human Lives !,u9X5SQCDnio,2022-01-08,animals,280090,11424,37037129,2022,1,0.007870858456658452
"Learn Family Animals: Cat, Horse, Cow, Chicken, Duck - Farm Animal Sounds - Part 2",4Co4mDeCIJ4,2022-04-14,animals,72612,1063,14914811,2022,4,0.004939720657539676
Best Funniest animals Videos 2022 🤣 - Funny Dogs And Cats Videos🐱🐶,p-nh7NMWiYE,2022-03-04,animals,4986,134,617350,2022,3,0.008293512594152426
15 FATTEST Animals Ever Seen,gfWCmQOypLA,2020-05-25,animals,73362,4072,10331666,2020,5,0.007494822229057734
Glass Animals - Heat Waves (Official Video),mRD0-GxqHVo,2020-06-29,animals,6177588,125791,378164492,2020,6,0.016668352352869766
ALL MY EXOTIC ANIMALS IN ONE VIDEO ! FULL ZOO TOUR !,-QN9kxSUWZo,2022-07-30,animals,6473,455,267705,2022,7,0.02587923273752825
15 Most Powerful African Animals in the World,J3PwxecC7RA,2020-09-11,animals,21946,481,3776936,2020,9,0.0059378819233368
Architects - &quot;Animals&quot; (Orchestral Version) - Live at Abbey Road,OCJi5hVdiZU,2021-03-26,animals,120500,5172,5156616,2021,3,0.024371021615726282
Damn Nature You Scary | Funny Scary Animal Encounters,XnitQYkYYcw,2021-09-08,animals,639942,23316,161103805,2021,9,0.004116960490163469
Animals ¥GLMV¥ /Gacha Life/,AGulIdSQCsY,2020-02-04,animals,94089,1537,5434925,2020,2,0.017594723018256923
Masters of Disguise | Animal Armory | Episode 3 | Free Documentary Nature,n70eobB2TgI,2021-07-02,animals,10818,291,2058438,2021,7,0.005396810591331874
35 Times Animals Messed With The Wrong Opponent !,X-aKsG40DV4,2022-07-24,animals,14386,332,1853171,2022,7,0.007942062551162305
SAY HALO To Animals!!!|Doodle with me (Part 4),9QW7CORIoFw,2022-07-02,animals,37,1,31343,2022,7,0.0012123919216411958
AWW SO CUTE! Cutest baby animals Videos Compilation Cute moment of the Animals - Cutest Animals #21,1mQqbvu0gqo,2022-08-24,animals,371,19,23448,2022,8,0.01663254861821904
40 Biggest Animals Ever Captured !,aoU_voPfm2I,2022-08-11,animals,2382,114,104246,2022,8,0.02394336473341903
How to escape education&#39;s death valley | Sir Ken Robinson,wX78iKhInsc,2013-05-10,education,137327,6197,6216027,2013,5,0.023089346297884485
Education In Society: Crash Course Sociology #40,S294zRodS_4,2018-01-15,education,9368,279,398061,2018,1,0.02423497906099819
The Biggest Myth In Education,rhgwIhB58PA,2021-07-09,education,431284,33369,10450206,2021,7,0.04446352540801588
What&#39;s Education For?,HndV87XpkWg,2015-05-13,education,23130,1323,1188153,2015,5,0.020580682790852692
Why The Education System Is Failing America | CNBC Marathon,XlnspY2wOVw,2022-08-21,education,2639,1009,131943,2022,8,0.027648302676155614
Let&#39;s Talk About Education | Jayne Ellspermann | TEDxOcala,hreYh2Yha4A,2017-12-08,education,881,17,45584,2017,12,0.0196998946998947
John Dewey’s 4 Principles of Education,y3fm6wNzK70,2021-01-30,education,7110,374,262959,2021,1,0.028460710605075316
"Life Change Begins with Education, Not Inspiration | Jim Rohn Motivational Video",bLPCVGigTrw,2022-01-24,education,34575,350,1309077,2022,1,0.026679102909912863
The problem of education inequality | CNBC Reports,T-JVpKku5SI,2020-08-27,education,4560,144,150633,2020,8,0.031228216924578278
PSYQUI - Education,IAgTv8b20Dg,2019-05-30,education,26171,577,1451335,2019,5,0.01842992830738596
The Price of Education In China | Gen 跟 China,ovxXYMsz37g,2022-06-11,education,3749,715,167574,2022,6,0.026638977406996313
Pink Floyd - We Don&#39;t Need No Education Lyrics in Description!,MAe_w9a_IN8,2008-07-25,education,50074,3095,7178954,2008,7,0.007406232161398444
Financial Education | The 4 Rules Of Being Financially Literate,q5JWp47z4bY,2020-07-29,education,37645,2115,753025,2020,7,0.05280037183360446
RSA ANIMATE: Changing Education Paradigms,zDZFcDGpL4U,2010-10-14,education,130817,6868,17103736,2010,10,0.008049995626686474
I Tried to Speedrun Minecraft Education Edition,VxoXfpr6spc,2021-02-05,education,222713,12557,6281449,2021,2,0.037454733772414615
How School Makes Kids Less Intelligent | Eddy Zhong | TEDxYouth@BeaconStreet,2Yt6raj-S1M,2015-02-06,education,310589,23024,6701666,2015,2,0.049780606792400574
The Importance Of Education - What&#39;s The Real Purpose Of Education?,ZDAdi6ZLktc,2019-04-01,education,3121,104,143605,2019,4,0.022457435326068035
"The U.S. Is Dealing With A Teacher Shortage, Education Secretary",PAlgOvXOewM,2022-08-16,education,908,932,37905,2022,8,0.04854240865321198
"Education should be a right for all, not a privilege for the few.",I0dKGM_B3ys,2022-08-24,education,1445,296,6611,2022,8,0.2633489638481319
Every State Ranked by Education. (All 50 US States),BvbxH9PFcSI,2022-08-23,education,2951,580,63675,2022,8,0.05545347467608952
Growing Number Of High Schoolers Are Opting Out Of Higher Education,JggwEgBFm3o,2022-08-10,education,1237,709,65745,2022,8,0.02959920906532816
Daryl Hall &amp; John Oates - Adult Education (Official Video),XLYqTZKEpvs,2015-04-20,education,32962,2355,3371830,2015,4,0.01047413422384877
The Future of Education - Yuval Noah Harari &amp; Russell Brand - Penguin Talks,j0uw7Xc0fLk,2018-10-08,education,19436,1683,940004,2018,10,0.022466925672656714
How Pratham Mittal Is Fixing Indian Business Education?,BzOrENKvfV4,2022-08-23,education,324,51,6631,2022,8,0.056552556175539136
Minecraft but you can CHOOSE YOUR YOUTUBER...,3NPXe9tqAfc,2022-08-23,minecraft,6559,257,157301,2022,8,0.04333093877343437
I Google Translated MINECRAFT 200 Times...,D3Xz9SwOi7I,2022-08-24,minecraft,28195,2588,943664,2022,8,0.032620720934569934
Why do these SCARY DOCTORS PERFORM RADIATION SURGERY ON A VILLAGER in Minecraft ? SCARY VILLAGER !,p-poNhIoWI8,2022-08-24,minecraft,992,18,59749,2022,8,0.016904048603323906
Monster School : BABY MONSTERS GIANT RUSH RUN CHALLENGE 3 - Minecraft Animation,06mX6Af3Amg,2022-08-23,minecraft,1796,47,77345,2022,8,0.023828301764819964
Busting 100 Minecraft Myths In 24 Hours,yQHIbI5eFe0,2022-08-24,minecraft,5524,526,206418,2022,8,0.02930945944636611
*SHOCKING* 8 INSANE Things Done By Minecraft Players That Will Blow Your Mind 😱,ysfw9ccb-vE,2022-08-24,minecraft,9633,179,88788,2022,8,0.11051042933729784
Incredibly CURSED Minecraft Mods,CrUkeMM-gis,2022-08-23,minecraft,17548,664,481643,2022,8,0.03781223852521473
O Vídeo Mais Visto de Minecraft!,F530cN4t4-I,2022-08-24,minecraft,28878,605,544761,2022,8,0.0541209814946371
Teaching Preston How To LADDER CLUTCH in Minecraft Bedwars...,QCY71hdGOl8,2022-08-24,minecraft,12675,909,167962,2022,8,0.08087543611054882
I Survived 100 Days on a SURVIVAL ISLAND in Minecraft Hardcore...,zDv2B606lvg,2021-02-07,minecraft,345943,11838,18380002,2021,2,0.019465775901438966
GEBURT bis TOD als Minecraft SPINNE! ✿ [Deutsch/HD],hI-NdCkqPEU,2022-08-24,minecraft,2586,98,52954,2022,8,0.05068550062318238
ASI serán las VOTACIONES MC LIVE 2022!,zRRCD_hYiLI,2022-08-24,minecraft,98631,3188,1044608,2022,8,0.09747101304987134
Minecraft wait what meme part 281 (Yoshie NextBot),D6S4wlmGs8Y,2022-08-24,minecraft,1809,65,94188,2022,8,0.019896377457850258
Bir Minecraft Efsanesi: BİLLY VE GİZEMLİ HİKAYESİ,2DvcGeGCU18,2022-08-24,minecraft,23676,1913,167863,2022,8,0.1524397872074251
Eu sobrevivi 100 DIAS como GODZILLA no Minecraft HARDCORE!,1r4rKBVHki8,2022-08-24,minecraft,31710,456,444036,2022,8,0.07244007242656
I found SECRET ROAD to OBUNGA PLANET in MINECRAFT animation! THE MAN FROM WINDOW Scooby,-Cr69sGnrk8,2022-08-23,minecraft,1333,22,119487,2022,8,0.01134014578991857
"Minecraft, But It Gets More Realistic...",E5sYdqtJzHw,2022-08-11,minecraft,54092,2452,1655085,2022,8,0.03416380427591332
Hice MINECRAFT RTX para ANDROID en 24 HORAS,STMEBpBHvAo,2022-08-24,minecraft,16605,849,183096,2022,8,0.09532704155197273
7 Security Build Hacks vs Pillagers - Minecraft,dUdp_MSKMwA,2022-02-23,minecraft,287909,6424,23169378,2022,2,0.012703534812199102
ELE VAI ME BATER SE EU NÃO CONCLUIR ESSES DESAFIOS NO MINECRAFT,G5Wdx2v2LYY,2022-08-24,minecraft,11316,850,187063,2022,8,0.06503691269786115
"Minecraft, ale KOLORY CHCĄ NAS ZABIĆ!",2yYybr_dFwk,2022-08-24,minecraft,12935,80,129591,2022,8,0.1004313571158491
MÌNH SINH TỒN 100 NGÀY LÀM QUÂN CÁCH MẠNG TRONG MINECRAFT ONE PIECE SIÊU KHÓ VÀ MẠNH QUÁ TRỜI !!,gjjGa8eIRk4,2022-08-24,minecraft,4279,171,188490,2022,8,0.023608679505544062
Nguồn gốc của ALLAY | Giả thuyết MINECRAFT | Gamechan,iZ3fFX_xeqg,2022-08-24,minecraft,2815,79,97537,2022,8,0.029670791597034972
Hilariously FAKE Minecraft Speedruns...,P891I3YCQf0,2022-08-21,minecraft,11751,659,408227,2022,8,0.030399753078556784
BRUTÁLIS SHULKER FARM! MINECRAFT MESTERFOKON 77.,kdfO2S83VFo,2022-08-24,minecraft,7246,464,88247,2022,8,0.08736840912438949
CONSEGUI NOVOS TOTENS COM SUPER PODERES NO MINECRAFT!!,ycS19p7EgNM,2022-08-23,minecraft,26848,239,273349,2022,8,0.09909310076129783
"Minecraft, ale MOGĘ ZABIERAĆ UMIEJĘTNOŚCI MOBÓW!",RoaX4PPi6Mo,2022-08-24,minecraft,5675,54,70181,2022,8,0.081631780681381
I Made 100 Players Survive Zombie Island Civilization in Minecraft...,4Uhqaf5ERfs,2022-08-20,minecraft,64464,3171,1564078,2022,8,0.04324272830383139
"Minecraft but I have 1,000,000 diamonds",vl9E6lND4V0,2022-08-24,minecraft,20892,622,795386,2022,8,0.02704850223664988
"I Google Translated Minecraft Mobs 1,000 Times",3F4VGLqrIIk,2022-08-24,minecraft,4510,264,276901,2022,8,0.017240818920841745
TANI AQUAPARK 1$ vs DROGI AQUAPARK 100000$ W MINECRAFT?! GPLAY &amp; LUMI,WlUv1FyeHdE,2022-08-24,minecraft,2990,160,42924,2022,8,0.07338551859099804
Vengo ADOTTATO Da Una Famiglia Di RAINBOW FRIENDS Su Minecraft!,Z3KtXzvSXOo,2022-08-24,minecraft,10676,399,111027,2022,8,0.09975051113693066
I Survived 100 Days as a WARDEN in Minecraft,_-OvXMbWFGw,2022-08-13,minecraft,35092,1804,1815767,2022,8,0.020319787726068378
Minecraft NOOB vs PRO: MODERN SECRET BASE BUILD CHALLENGE,NSh5SW8jgKE,2022-07-24,minecraft,88340,2982,6734947,2022,7,0.01355942370444786
Tóm Tắt 300 Ngày Sinh Tồn Minecraft Siêu Pixelmon Mình Bắt Bộ 3 Sáng Tạo !!,4ItYIOFQ4Ek,2022-08-24,minecraft,1184,54,50148,2022,8,0.02468692669697695
One Block VS My HATER In Minecraft!,RPZPjPmCheg,2022-08-24,minecraft,3396,116,145497,2022,8,0.02413795473446188
"Minecraft, But Health Multiplies Every Time You Mine || Minecraft Mods || Minecraft gameplay Tamil",EkOFRoBW67s,2022-08-24,minecraft,1229,24,22525,2022,8,0.05562708102108768
CONHEÇA O PINK DO RAINBOW FRIENDS NO MINECRAFT !! ( RAINBOW FRIENDS  ),YHl1X1Yc-mA,2022-08-23,minecraft,2716,53,66379,2022,8,0.04171500022597508
"Minecraft Speedrunner VS $1,000,000 MrBeast Challenge",wwkH0prchjQ,2022-07-30,minecraft,1251353,71682,18565979,2022,7,0.07126125694745211
FERİTED VS MİNECRAFT #305,qx1pOY5KtoY,2022-08-23,minecraft,6642,312,314438,2022,8,0.0221156475998448
20 Minecraft Block Facts You Maybe Didn&#39;t Know,LeC5yJq4tsI,2022-08-21,minecraft,57527,1115,1204024,2022,8,0.04870500920247437
Monster School : I am Fearless...Bad Mother Herobrine - Sad Story - Minecraft Animation,wVb7IkL690A,2022-08-23,minecraft,2779,83,187668,2022,8,0.015250335699213505
THEMURAT VS MINECRAFT #159,3qu5y7J2JcY,2022-08-23,minecraft,8260,1127,216482,2022,8,0.04336157278665201
GROWING UP as RAINBOW FRIENDS In Minecraft!,nEqThvdVX2o,2022-08-14,minecraft,83345,4558,4452337,2022,8,0.01974311468336741
CO ROBI BOBO na MOIM KOMPUTERZE o 3:00 w NOCY gdy ŚPIĘ w PRAWDZIWYM ŻYCIU? 😰,ketierIoqww,2022-08-24,minecraft,2963,193,50724,2022,8,0.06221906789685356
BastiGHG vs. NEUE ENDBOSSE (EVIL BASTIGHG),nBYjG5aApQE,2022-08-23,minecraft,37251,1452,389051,2022,8,0.09948053083014824
TESTING Viral Minecraft Build Hacks That Actually Work,9G0t1bJEP4g,2022-08-24,minecraft,8560,152,107957,2022,8,0.08069879674314774
Why did THESE VILLAGERS BURIED ME ALIVE in Minecraft ? HOW TO SURVIVE UNDERGROUND ?,5BtAcOHt310,2022-08-24,minecraft,4160,122,218182,2022,8,0.019625816978485852
1.19.21 OUT NOW - New Cape &amp; Mob Vote?,sFtL_3URKYw,2022-08-24,minecraft,3245,437,51716,2022,8,0.07119653492149432
I OPENED MY OWN ARCADE SHOP,WBK2_lD7KGA,2022-08-24,minecraft,298445,15610,3773387,2022,8,0.08322893994175525
SAT AUGUST LAST MINUTE TIPS!,VK67DyaJpj4,2022-08-24,sat,407,69,7163,2022,8,0.06645260365768532
ULTIMATE SAT READING GUIDE TO IMPROVE YOUR SCORE 300 POINTS!,_nEEYe9nvx8,2022-08-19,sat,506,35,10309,2022,8,0.052478416917256764
"how to get a 1500+ on the SAT | how to study, study plan, motivation + section tips, resources 📚",F1H7k_O_Cis,2021-08-16,sat,8860,238,140916,2021,8,0.06456328592920606
SAT AUGUST GUIDE TO IMPROVE SCORE 200+ POINTS! ULTIMATE TIPS AND BEST PRACTICES!,2RJ9vI-_G5k,2022-08-16,sat,586,83,12464,2022,8,0.05367458279845956
How to get a perfect score on the SAT reading section: tips from a 1600 scorer,9Y5UOVGR1qc,2020-11-28,sat,51658,1455,876309,2020,11,0.06060989901963805
SAT Math Prep - No Calculator Practice Test 1,2wejLVabgKM,2019-12-01,sat,18806,1403,689166,2019,12,0.02932384940638395
Day 1 of 14 days of SAT Prep Lessons! By a 1590 SAT Scorer! SAT Math Formulas and Writing Rules!,naG265Nefoo,2021-03-30,sat,3562,118,87567,2021,3,0.04202496374204895
"How I Improved My SAT Score by 300+ Points: 5 Life-Saving Study Tips, Practice Books You NEED to Use",kSPcjmZdAuI,2020-07-26,sat,15128,639,338212,2020,7,0.04661868886970302
How to get a PERFECT 800 on the SAT Math Section: 13 Strategies to maximize your score,OCOlne56VYc,2019-11-23,sat,38148,3767,932919,2019,11,0.04492887378218259
"SAT Math Test Prep Online Crash Course Algebra &amp; Geometry Study Guide Review, Functions,Youtube",yBCAv_NzzPQ,2016-06-16,sat,45253,4353,3243901,2016,6,0.015292081971675461
What&#39;s a Good SAT® Score? Updated for 2022-2023!,K0tyWm7nso0,2022-07-13,sat,669,95,24686,2022,7,0.030948715871344082
How I Got A 1530 on the SAT Without Studying (Part 1),Ky4juPl-lK4,2020-08-13,sat,15036,1563,385709,2020,8,0.04303503418380178
The problem with America&#39;s college entrance exam,WjVVwMGJ9S8,2019-07-12,sat,80947,5557,2706505,2019,7,0.03196151494270286
"SAT Math Test FULL Review (50 Problems) || Algebra &amp; Geometry, Calculator &amp; Non-Calculator",PIGkcF-H1Ho,2020-02-22,sat,21809,1899,549530,2020,2,0.0431423216202937
SAT AUGUST TIPS AND TRICKS! DETAILED SAT GUIDE FOR NEW SAT!,jZrHzU1orc8,2022-07-08,sat,1115,121,25201,2022,7,0.049045672790762274
"Asking Yale Students How They Got Into Yale | GPA, SAT/ACT, Extracurriculars &amp; More!",5Q538rYLdvg,2021-11-22,sat,19894,1070,977299,2021,11,0.021450958202146937
SAT Exam Prep | Tips from a Harvard grad,f_S5png6OhY,2020-09-28,sat,18698,1258,400968,2020,9,0.04976955767043754
SAT® Reading: How to Crack a 700! Tips &amp; Strategies to score HIGHER!,7zjPapUDRMg,2022-05-05,sat,549,69,17195,2022,5,0.03594068043035766
SAT Reading Tips: How I Answered All 52 Reading Questions in 8 MINUTES,k1VOUvAjUDo,2019-10-25,sat,70001,2654,1879805,2019,10,0.038650285534935803
How to get a perfect score on the SAT writing section: tips from a 1600 scorer,KXF9u9iZRM8,2020-11-28,sat,10660,363,196727,2020,11,0.056031963075734395
SAT Reading: The Ultimate Guessing Trick,2ycFoqPEYG4,2020-03-03,sat,70562,3866,2535222,2020,3,0.029357586830660195
SAT AUGUST ULTIMATE STUDY ROUTINE GUIDE!,kOC2QswhrXM,2022-08-02,sat,1786,257,30191,2022,8,0.06766917293233082
Adults Take The SAT (Again),PJRhPrLJ4Oo,2015-05-24,sat,48633,4129,4154143,2015,5,0.012701055307917902
"SAT Math COMPLETE Test Review (50 Problems) || Algebra &amp; Geometry, Calculator &amp; Non-Calculator",vnF2zqwI8oY,2021-03-06,sat,9624,864,240450,2021,3,0.04361821584529008
How I Got a 1500+ on the SAT | ONE WEEK Study Plan Prep Tips,i-jFcw-lGho,2020-08-16,sat,9354,766,210192,2020,8,0.04814645657303798
SAT® Tips and Trickzzz: Three Tips and Strategies to INCREASE Your Score!,-9hjdvULDyc,2022-03-11,sat,503,52,13591,2022,3,0.04083584725185785
"How I got a 1500+ on the SAT: DOs/DONTs, Advice, Best Books, How to Study, What You Need to Know",uQr-I8OsSjo,2019-01-05,sat,30046,2138,674979,2019,1,0.04768148342392874
How the SAT is Scored,MDoc0qoKSHA,2018-11-08,sat,863,102,61085,2018,11,0.01579765899975444
Last Minute SAT® Tips: What to Study the Night Before the Exam,ht5vd3wNw0Y,2018-03-08,sat,7675,1875,327146,2018,3,0.029191859292181474
Mase GAVE UP HIS BIBLE AGAIN to join Snoop Dogg and Death Row (YOU MUST SEE THIS),bb3ilyJAWfM,2022-08-05,sat,1218,258,45214,2022,8,0.03264475604901137
How to get a perfect score on the SAT math section: tips from a 1600 scorer,DrTNxpJl2Cg,2020-11-28,sat,13503,400,273900,2020,11,0.05075940124132895
Katt Williams ATTACKED by Fans for NOT being Funny (YOU MUST SEE THIS),mJ2ep2XoDS0,2022-05-23,sat,2043,257,25291,2022,5,0.09094144161954845
SAT Practice Test 2022: Mock Proctor with Timer and Breaks!,1nhGDFGkozk,2020-10-17,sat,1529,50,66259,2020,10,0.02383072488265745
SAT AUGUST ULTIMATE TRICKS GUIDE!,PNslmbe6SW0,2022-07-23,sat,1111,40,20897,2022,7,0.05507967650858975
Last Minute Cram Tips for the SAT Math Section!,GAOHbxgVpcg,2021-11-04,sat,692,74,19220,2021,11,0.03985431841831426
Davis High School student receives a perfect score on the SAT exam,rGqdj3BbpPw,2022-01-19,sat,25308,3426,897553,2022,1,0.032013708382680466
SAT Prep Guide: 10 Harvard SAT Tips Guaranteed to Get You a 1500+ *no tutor*,kh898pODd8s,2019-08-12,sat,4227,184,108874,2019,8,0.040514723441776736
中国人挑战美国SAT数学…考完一半就弃考了！？！,w3Ma0Z08IFU,2021-10-02,sat,4144,895,419705,2021,10,0.01200605186976567
R. Kelly&#39;s Victims STARTED ACTIN UP in Court &quot;YOU RUINED OUR LIVES!&quot;,oRHWSya3XGE,2021-09-22,sat,4897,1299,231325,2021,9,0.026784826542742893
how i got 1500+ on the SAT 📚 study tips!,0X1_WUKvrno,2019-07-22,sat,12892,778,290351,2019,7,0.047080946853980184
How I got a 1500+ | how to self study for the SAT | best SAT prep books 2020,_bs5A-sHfbU,2020-05-31,sat,22430,927,488575,2020,5,0.04780637568438827
SAT® Test Timer: Mock Proctor With Breaks and Clock!,9W69Q3M9thY,2019-06-12,sat,6383,330,258491,2019,6,0.025969956400803122
How To BEAT The SAT in 2022! ULTIMATE SAT 2022 GUIDE!,1xHy_imdXdc,2022-01-06,sat,1800,208,53207,2022,1,0.037739395192361906
What&#39;s a Good SAT® Score: Updated 2021,TQWhk-eXLXc,2021-07-14,sat,2309,554,99569,2021,7,0.028753929435868592
